"","Solubility","MolWt","MolLogP","MolMR","HeavyAtomCount","NumHAcceptors","NumHDonors","NumHeteroatoms","NumRotatableBonds","NumValenceElectrons","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","RingCount","TPSA","LabuteASA","BalabanJ","BertzCT","Group_num","Lipinski"
"30",-2.02,183.21,2.3126,54.1115,14,2,0,2,2,68,2,0,0,2,29.96,82.2346095209479,2.34863760450971,381.089421742477,1,0
"31",-2.11,258.249,0.7567,61.5147,18,5,1,7,6,100,1,0,0,1,81.16,102.398912301326,2.58962537755849,520.509877139291,1,0
"32",-3.58,325.474,4.1134,91.4038000000001,22,5,1,5,6,124,0,1,2,2,58.89,136.918831611383,2.14901427397808,452.820403320017,1,0
"33",-3.37,251.282,2.9605,67.6297,18,4,1,5,5,98,1,0,0,1,64.63,106.085994762983,2.42614748724921,399.957200484813,1,0
"34",-3.44,186.21,2.7651,55.257,14,2,0,2,1,70,2,0,0,2,26.3,82.118019209576,2.45749560972687,474.460353193355,1,0
"35",-5.72,414.63,6.79060000000001,119.966,30,3,0,3,8,168,0,3,4,4,43.37,182.951407785435,1.31046172995986,665.019329422459,1,1
"36",-2.28,249.31,2.1003,69.2475,18,3,0,4,5,98,1,0,0,1,46.61,107.547363134468,2.62246570072164,398.759947911841,3,0
"37",-1.66,247.294,1.4332,66.5838,18,3,1,4,3,96,1,1,1,2,57.61,106.222220503628,2.44524538109184,457.366725252063,1,0
"38",-4.17,291.395,2.9833,82.4559,21,3,2,5,9,116,1,0,0,1,71.09,126.058318946345,2.04904866324206,420.790082297766,1,0
"39",-4.85,198.265,4.09574,62.432,15,1,0,1,2,76,2,0,0,2,9.23,90.3319267838611,2.1467113756182,382.400809080489,1,0
"40",-1.69,253.254,1.8068,64.5977,18,5,1,6,5,98,1,0,0,1,73.86,104.834597878093,2.42614748724921,401.433726337556,1,0
"41",-2.7,199.593,1.1977,47.7028,13,4,1,5,1,68,2,0,0,2,55.37,77.9609805763689,2.88507843366888,499.548715212823,1,0
"42",-2.38,178.151,-0.2203,44.4492,13,5,1,6,0,66,2,0,0,2,80.64,72.2125254989668,2.90584609376116,524.517218428339,1,0
"43",-5.25,320.43,4.9792,68.999,16,1,0,6,2,88,1,1,1,2,12.53,118.515216787469,2.29656540998495,387.910682864885,1,0
"44",-2.29,176.179,0.32994,47.4277,13,4,1,5,0,66,2,0,0,2,71.53,73.8830659038552,2.9693745960815,517.02322051618,1,0
"45",-5.17,358.478,3.8902,98.4356000000001,26,3,2,4,3,142,0,2,4,4,74.6,154.912016456152,1.65521594783132,706.93080853467,1,0
"46",-1.54,191.186,1.1065,50.0847,14,3,1,4,1,72,1,0,1,2,55.4,80.8717920367566,2.27997497730897,411.828179750291,1,0
"47",-0.18,188.234,1.5446,53.884,14,4,0,4,2,72,2,0,0,2,51.56,82.4514280326046,2.68764159342472,410.31631658149,3,0
"48",-2.87,229.631,-1.08233,55.2471,15,6,5,9,1,80,1,0,0,1,156.79,89.3202569110196,3.09224456399815,431.733740890483,1,NA
"49",-1.65,278.352,2.1436,78.8162,20,4,1,5,7,110,1,0,0,1,58.64,119.462167432472,2.4506861321735,438.936777333779,1,0
"50",-3.19,246.657,1.92316,63.7762,17,5,1,6,4,84,1,0,0,1,89.04,102.921382071046,2.7713439900718,505.887792081264,1,0
"51",-0.99,267.325,1.701,71.935,19,5,3,5,7,106,1,0,0,1,92.78,112.554365565625,2.42237613428322,419.907033139144,1,0
"52",-3.66,292.335,1.7311,76.9791,21,4,2,6,6,114,1,0,0,1,98.49,123.203746559325,2.81466753571084,509.664719373383,1,0
"53",-4.44,277.364,3.9109,79.7567,20,3,1,4,8,110,1,0,0,1,55.4,120.067275876666,2.28985287924159,425.853054666746,1,0
"54",-3.29,275.348,2.6345,76.3675,20,3,0,4,4,108,1,1,1,2,46.61,119.271416209732,1.80702262939771,452.049606032655,1,0
"55",-3.86,179.139,-1.4114,45.1918,13,5,3,7,0,66,2,0,0,2,117.52,70.6545944721185,3.03499884884583,568.981699013084,1,0
"56",-3.34,180.123,-1.7003,43.6051,13,4,3,7,0,66,2,0,0,2,111.47,69.4762258751495,3.12152419863734,614.542460890691,1,0
"57",-2.72,275.348,2.6345,76.3675,20,3,0,4,4,108,1,1,1,2,46.61,119.271416209732,1.8668675755051,458.049606032655,1,0
"58",-3.29,286.303,1.5369,70.7487,20,5,1,7,8,112,1,0,0,1,81.16,115.128796530119,2.40204376534792,550.037517146931,1,0
"59",-3.69,180.123,-1.7003,43.6051,13,4,3,7,0,66,2,0,0,2,111.47,69.4762258751495,3.14915119989499,619.792460890692,1,0
"60",-4.99,268.356,3.7375,77.7068,20,2,1,2,0,104,1,2,3,4,37.3,119.059367851724,1.77423822295219,628.305435060316,3,0
"61",-2.75,264.281,0.7023,68.1531,19,4,2,6,4,102,1,0,0,1,98.49,110.473862330532,3.34955350346287,486.676400974327,1,0
"62",-2.48,267.281,2.1953,69.1927,19,5,1,6,5,104,1,0,0,1,73.86,111.199539992489,2.48244124261047,429.16464621632,1,0
"63",-4.32,279.336,3.7407,76.8637,20,4,1,5,7,110,1,0,0,1,64.63,118.815878991776,2.28985287924159,428.004583234782,1,0
"64",-1.72,196.166,-1.5074,46.2256,14,7,2,7,2,74,2,0,0,2,93.17,77.8494423899104,2.79115885344283,515.119531342925,1,0
"65",-2.81,192.178,0.1698,49.0662,14,5,1,6,1,72,2,0,0,2,80.64,78.5774676133634,2.75920859640185,539.510009709897,1,0
"66",-3.56,291.391,2.984,82.9805,21,3,0,4,7,116,1,0,0,1,46.61,126.642189477657,2.54614162177169,444.362841712006,1,0
"67",-6.89,410.598,6.01380000000001,118.508,30,3,0,3,6,164,0,3,4,4,43.37,181.950633177294,1.48625765003517,758.560092803352,1,1
"68",-1.17,298.291,-0.932100000000001,70.8417,21,7,4,7,4,116,1,1,1,2,116.45,120.910656448982,2.0846314529379,484.600819567713,1,0
"69",0.08,209.209,-0.9392,54.7052,15,6,3,7,3,80,2,0,0,2,95.83,84.791587880719,2.58369277272513,529.301817504436,1,0
"70",-2.47,262.766,1.8301,66.5137,16,4,1,7,3,90,1,0,0,1,58.12,103.808594901719,2.90956373710422,379.340819588288,1,0
"71",-1.18,295.335,0.4336,76.6661,21,5,2,6,7,116,1,0,0,1,87.07,123.500772753256,2.54614162177169,448.391598106861,1,0
"72",-4.53,305.418,4.6911,88.9907,22,3,1,4,10,122,1,0,0,1,55.4,132.797160105459,2.17453568271903,453.905002216803,1,0
"73",-3.58,248.307,0.8653,67.2944,17,3,2,5,2,88,1,1,1,2,58.2,104.396773466856,2.53597305320611,464.538812847334,1,0
"74",-4.85,211.289,4.0879,66.564,15,2,0,2,2,72,2,0,0,2,12.36,94.1075421730226,2.35692198990862,481.704219491767,1,0
"75",-1.86,217.202,0.2137,47.6283,14,4,3,7,2,76,1,0,0,1,117.69,79.7206277931867,3.53970880510072,478.853563530372,1,0
"76",-1.27,279.336,1.8435,74.416,20,5,3,5,4,110,1,1,1,2,92.78,117.913476526493,1.87570215021682,468.941359596364,1,0
"77",-5.96,208.304,3.8172,67.998,16,0,0,0,0,80,2,0,2,4,0,96.2910580305534,2.21232521092022,478.848271202265,1,0
"78",-3.41,289.929,3.7636,59.6128,15,2,1,7,3,82,1,0,0,1,46.53,105.443653337564,3.06621498706796,405.363522183807,1,0
"79",-3.27,206.205,0.5599,53.6832,15,5,1,6,2,78,2,0,0,2,80.64,84.94240972776,2.59009997458293,554.482840625857,1,0
"80",-3.04,203.249,1.1268,58.2964,15,5,1,5,2,78,2,0,0,2,77.58,87.7913187296174,2.69383654028168,494.38188438222,1,0
"81",-3.73,212.248,2.9807,63.2178,16,1,1,2,3,80,2,0,0,2,37.3,94.174137406594,2.22867712594817,471.848345083956,1,0
"82",-2.93,203.249,1.1268,58.2964,15,5,1,5,2,78,2,0,0,2,77.58,87.7913187296174,2.75196400069938,494.38188438222,1,0
"83",-2.63,228.317,1.2993,60.9612,15,3,1,5,4,84,1,0,0,1,63.4,90.7516718367146,3.10561710709777,407.553458256417,1,0
"84",-4.4,212.248,3.2789,63.187,16,2,0,2,2,80,2,0,0,2,26.3,94.4934488839049,2.22867712594817,471.848345083956,1,0
"85",-8.76,399.575,5.101,114.1905,29,2,2,4,2,160,0,2,4,4,66.4,174.762471230754,1.60058264597683,788.380405363157,1,1
"86",-4.5,325.434,1.4062,86.0488,22,4,1,7,3,122,0,3,3,3,73.21,134.48632497271,1.67967339887812,500.261140341236,1,0
"87",-0.71,296.201,-0.803900000000001,57.9443,20,6,3,10,2,112,1,1,1,2,104.55,108.786155243601,2.43477146557855,608.136231139739,1,0
"88",-0.41,210.193,-1.6165,52.4338,15,7,1,7,1,80,2,0,0,2,82.05,83.8231907703453,3.11223837107897,633.599804861709,1,0
"89",-1.6,262.265,0.362599999999999,65.8815,19,4,2,6,3,100,1,1,1,2,86.71,109.568662672883,2.57257115266975,528.704571361924,1,0
"90",-2.15,224.245,0.9656,54.1737,15,6,1,7,3,78,2,0,0,2,80.76,89.4741757131917,2.1318868041307,484.201334431743,1,0
"91",-4.06,196.122,-2.407,46.4308,14,4,4,8,0,72,2,0,0,2,131.44,73.6377479751933,3.19608661920627,715.159640939396,1,0
"92",-2.5,314.411,1.459,84.4008,21,7,2,8,10,118,1,0,0,1,83.58,128.456252166244,2.21827724349372,473.736358662103,1,0
"93",-3.48,358.434,1.7658,94.0486,26,5,2,5,2,140,0,3,4,4,91.67,152.7085964418,1.76053704260781,764.363126318878,1,0
"94",-2.1,202.213,0.8336,55.5798,15,4,1,4,0,76,2,0,1,3,55.12,85.8070861416209,2.46136204105368,588.647882331382,1,0
"95",0.02,222.248,-0.1563,60.506,16,6,0,6,2,86,2,0,0,2,61.82,91.7588412469426,2.94776937935205,647.108386300889,1,0
"96",-1.99,217.228,0.8914,58.4609,16,3,2,5,3,82,2,0,0,2,78.61,91.5548242517457,2.45204483924923,554.108693927644,1,0
"97",-1.9,264.281,0.1444,68.2541,19,4,2,6,5,102,1,0,0,1,98.49,110.473862330532,2.71584124329068,481.921513472163,1,0
"98",-1.38,251.135,0.20902,51.6145,16,6,2,10,5,90,1,0,0,1,127.72,90.0696084821167,2.69833877476055,437.472314417338,1,0
"99",-4.6,223.279,2.90002,69.0457,17,3,1,3,2,84,2,0,0,2,37.81,100.936649320508,2.28933304894392,565.011460627877,3,0
"100",-2.39,238.272,1.3557,58.7907,16,6,1,7,4,84,2,0,0,2,80.76,95.8391178275883,2.03679643725592,498.969571772209,1,0
"101",-1.04,341.433,0.279700000000001,85.6619,23,5,3,8,3,128,0,3,3,3,112.73,138.882443797311,1.70974360407263,558.925243276311,1,0
"102",-5.06,227.263,3.43682,67.863,17,2,2,3,3,86,2,0,0,2,49.33,99.7239995902021,2.32948387514628,549.423402849539,1,0
"103",-3.55,219.248,0.4201,61.1221,16,5,2,6,2,84,2,0,0,2,97.55,91.9528408296611,2.8281265754746,589.514462276791,1,0
"104",-4.28,219.248,0.4201,61.1221,16,5,2,6,2,84,2,0,0,2,97.55,91.9528408296611,2.83095561176968,589.514462276791,1,0
"105",-2.39,220.232,0.1312,59.5354,16,4,2,6,2,84,2,0,0,2,91.5,90.7744722326922,2.88445109350301,641.28958006172,3,0
"106",-2.69,252.299,1.7458,63.4077,17,6,1,7,5,90,2,0,0,2,80.76,102.204059941985,1.94742884525469,513.730136238025,1,0
"107",-1.87,342.344,-1.1206,83.509,24,8,5,8,6,134,1,1,1,2,128.84,138.69719452725,2.18195878080104,559.008434108817,1,NA
"108",-4.09,228.251,2.7106,67.5384,17,3,3,4,3,86,2,0,0,2,75.35,98.6989481728181,2.32948387514628,552.620655422512,1,0
"109",-3.75,324.374,4.417,64.6228,16,2,1,8,3,88,1,0,0,1,46.53,115.746919564445,3.22888197900434,416.785302285908,1,0
"110",-7.51,265.954,5.4534,63.988,14,0,0,4,0,72,2,0,0,2,0,101.326132558759,2.99661826123414,504.93842469911,1,1
"111",-2.25,277.372,2.3008,79.2122,20,6,2,6,7,110,2,0,0,2,89.85,118.60974698046,2.2095765324393,551.487880817758,1,0
"112",-4.66,304.129,2.8817,70.71,19,4,0,7,3,102,1,1,1,2,55.84,119.531725435415,2.40039698309435,528.280962684777,1,0
"113",-3.5,238.197,0.7035,53.9999,17,4,1,7,3,88,2,0,0,2,73.8,94.8462001635753,2.2822461406412,546.933582889483,1,0
"114",-3.54,229.235,2.834,64.7908,17,3,3,4,3,86,2,0,0,2,69.56,98.1532912280015,2.32948387514628,551.865767920348,1,0
"115",-2.08,291.303,1.0074,73.4755,21,5,0,6,4,112,1,1,1,2,72.91,122.181541424886,1.8966651248931,528.125331412119,1,0
"116",-3.57,242.061,3.2398,58.7223,15,2,1,5,1,76,2,0,0,2,50.19,95.2599460525784,2.87572130070568,554.35884001727,1,0
"117",-3.06,196.213,2.0199,57.1197,15,3,1,4,1,72,3,0,0,3,54.46,86.03826622115,2.20610142281121,552.604950335133,1,0
"118",-2.54,241.25,1.1564,65.6114,18,3,2,5,2,90,2,0,0,2,71.09,103.830934122839,1.92966304351108,489.177519191321,1,0
"119",-3.51,245.103,0.822400000000001,49.7348,17,8,2,11,3,90,1,0,0,1,169.88,90.9787977913884,3.75625509196357,500.302320728441,2,0
"120",-4.32,264.147,4.3366,66.334,14,2,0,3,1,68,2,0,0,2,12.36,95.5996601043351,2.80756237962279,529.798611555,1,0
"121",-2.78,256.283,0.4698,61.7482,17,4,2,7,3,92,1,0,0,1,92.34,99.0747160368021,2.94425704158793,533.929254796257,1,0
"122",-5.01,258.292,3.4088,72.516,19,2,0,3,5,98,2,0,0,2,26.3,111.388868515624,2.0081362208046,520.205013714681,1,0
"123",-1.53,301.386,2.8712,87.0633,22,4,3,4,7,118,2,0,0,2,61.72,130.930024929448,1.82181076040444,556.30476863816,1,0
"124",-5.06,343.467,4.3374,97.3165000000001,25,3,0,4,5,136,1,2,2,3,46.61,150.090295628185,1.62296903094403,541.763710816774,1,0
"125",-1.4,222.204,-0.9062,56.5155,16,7,0,7,0,84,2,0,0,2,78.89,89.5554212325897,3.12958947021676,703.838001787792,1,0
"126",-6.61,256.334,3.6719,76.7564,18,3,2,5,3,90,2,0,0,2,48.78,110.728857919103,1.84355200447608,525.202212151544,1,0
"127",-3.1,266.326,2.1359,68.0247,18,6,1,7,6,96,2,0,0,2,80.76,108.569002056382,1.86591804544328,528.492499118127,1,0
"128",-5.4,239.299,3.6519,71.0025,17,3,0,3,3,82,2,0,0,2,29.43,104.634006387463,2.37737054125599,586.181021994456,1,0
"129",-5.3,247.681,3.7818,68.136,17,2,2,4,3,86,2,0,0,2,49.33,103.662323702687,2.32948387514628,554.620655422512,1,0
"130",-3.84,240.711,3.49022,62.9118,15,2,1,4,2,78,2,0,0,2,37.3,96.1072793439549,2.58242611829705,530.612597676026,1,0
"131",-2.47,255.277,1.0853,69.9919,19,3,2,5,3,96,2,0,0,2,71.09,110.195876237236,1.82641014838664,555.418464402887,1,0
"132",-3.05,223.253,1.6687,58.175,15,3,2,5,1,78,2,0,0,2,80.39,87.0815943582855,2.75248535237919,619.600147553092,1,0
"133",-1.73,232.308,3.01224,65.9832,16,3,1,4,2,82,2,0,0,2,41.99,98.1547192037606,2.18049367683847,504.992241600835,1,0
"134",-5.91,273.546,5.4391,67.988,16,1,0,4,2,82,2,0,0,2,9.23,108.511841235713,2.30121014927808,473.867101477618,1,1
"135",-3.63,280.353,2.526,72.6417,19,6,1,7,7,102,2,0,0,2,80.76,114.933944170778,1.79266777476974,543.263834298009,1,0
"136",-2.24,223.253,1.6687,58.175,15,3,2,5,1,78,2,0,0,2,80.39,87.0815943582855,2.78641438606587,619.600147553092,1,0
"137",-4.8,243.262,3.137,69.678,18,3,2,4,4,92,2,0,0,2,58.56,104.837544819709,2.30556325532124,566.470491614022,1,0
"138",-6.11,273.546,5.4391,67.988,16,1,0,4,2,82,2,0,0,2,9.23,108.511841235713,2.35358116553131,473.867101477618,1,1
"139",-2.66,311.381,2.4245,87.0020000000001,23,4,0,4,2,120,1,1,4,5,30.93,135.873589286891,1.83945022276946,766.123384832381,1,0
"140",-2.34,223.253,1.6687,58.175,15,3,2,5,1,78,2,0,0,2,80.39,87.0815943582855,2.8471933444323,619.600147553092,1,0
"141",-5.95,273.546,5.4391,67.988,16,1,0,4,2,82,2,0,0,2,9.23,108.511841235713,2.38434056534116,497.117101477618,1,1
"142",-1.87,299.37,2.044,83.3298,22,4,1,4,1,116,1,1,3,4,49.77,129.932746751434,1.9840327459334,681.154996148535,1,0
"143",-2.73,255.277,1.46482,70.3484,19,3,2,5,2,96,2,0,0,2,71.09,110.195876237236,1.9828080159236,596.649888946465,1,0
"144",-2.5,243.31,1.793,71.665,18,4,0,4,1,94,2,0,1,3,38.13,105.867512402818,2.2694768760445,647.019429629912,1,0
"145",-2.25,282.252,2.9418,69.7658,20,6,0,8,5,108,1,0,0,1,112.58,114.202074580427,3.60730379899641,569.311129324314,3,0
"146",-1.1,236.231,-0.5161,61.1325,17,7,0,7,1,90,2,0,0,2,78.89,95.9203633469863,3.01007787483026,719.451842026172,1,0
"147",-2.6,265.36,2.6949,84.2387000000001,20,3,1,3,5,102,2,0,1,3,27.63,119.512395083686,1.79359166775647,563.303692342736,1,0
"148",-2.75,223.253,1.6687,58.175,15,3,2,5,1,78,2,0,0,2,80.39,87.0815943582855,2.89282039135609,619.600147553092,1,0
"149",-4.64,268.356,3.7362,80.0226,20,2,2,2,0,104,2,1,2,4,40.46,118.609409763739,1.92814575366023,691.122855124669,1,0
"150",-3.37,236.296,2.7322,63.4489,16,3,2,5,2,84,2,0,0,2,66.56,96.8577759837674,2.36296092670429,490.433849092165,1,0
"151",-2.35,223.253,1.6687,58.175,15,3,2,5,1,78,2,0,0,2,80.39,87.0815943582855,2.95695059203618,619.600147553092,1,0
"152",-2.91,223.253,1.6687,58.175,15,3,2,5,1,78,2,0,0,2,80.39,87.0815943582855,2.96195887152434,619.600147553092,1,0
"153",-2.99,313.401,1.6914,89.3694000000001,23,3,2,5,3,122,2,2,2,4,57.36,135.544750092516,1.32214335921805,689.109539471803,1,0
"154",-3.13,280.24,1.0727,69.971,20,6,1,9,5,106,1,1,1,2,118.39,113.027451936806,2.59176712244779,596.721434872161,1,0
"155",-6.22,450.572,3.7947,115.9208,31,6,1,7,2,170,0,3,4,4,80.67,186.411379690592,1.86112027797273,913.645730726731,1,0
"156",-4.14,255.273,2.8642,72.1462,19,3,1,4,3,96,2,0,0,2,55.4,110.569775281953,2.03605156558107,576.099498921144,1,0
"157",-2.09,243.31,1.9639,71.759,18,4,0,4,0,94,2,0,1,3,38.13,105.867512402818,2.38534551554949,661.626957937858,1,0
"158",-3.07,223.253,1.6687,58.175,15,3,2,5,1,78,2,0,0,2,80.39,87.0815943582855,2.99300547924232,614.350147553092,1,0
"159",-1.05,244.246,2.37,66.0853,18,3,1,4,1,92,2,0,1,3,67.51,102.854041845979,2.30371227407129,696.741588579008,1,0
"160",-4.85,255.298,3.6401,72.5285,18,4,0,4,3,88,2,0,0,2,38.66,109.74755161697,2.16785265636289,604.200873483339,1,0
"161",-1.24,238.203,-0.951800000000001,58.018,17,8,0,8,0,90,2,0,0,2,88.12,94.6689664620966,3.01007787483026,720.896685464228,1,0
"162",-3.41,334.416,1.4755,91.1894,24,4,1,6,8,132,1,0,0,1,89.7,142.508544389111,2.5496900990841,581.186486249534,1,0
"163",-1.83,252.23,-1.0457,61.981,18,8,0,8,2,96,2,0,0,2,88.12,101.033908576493,2.69624035993618,736.641240892052,1,0
"164",-1.7,284.359,2.2062,81.5968,21,3,1,4,6,110,2,0,0,2,53.43,124.61338751533,2.14678266671709,557.517495635527,1,0
"165",-4.3,256.286,3.0351,70.3235,18,5,0,5,3,88,2,0,0,2,51.55,108.967199597916,2.16785265636289,607.398126056311,1,0
"166",-4.62,308.407,3.3062,81.8757,21,6,1,7,9,114,2,0,0,2,80.76,127.663828399571,1.6691953827786,572.854278678585,1,0
"167",-2.31,257.337,2.1831,76.282,19,4,0,4,2,100,2,0,1,3,38.13,112.232454517215,2.16751519686602,661.978540642004,1,0
"168",-1.27,268.273,-2.7083,63.7744,19,6,2,8,3,104,0,2,2,2,98.82,109.642489972535,1.90779268590917,404.411122541407,1,0
"169",-1.53,250.258,-0.126,65.7495,18,7,0,7,2,96,2,0,0,2,78.89,102.285305461383,2.85959950311354,735.051886533751,1,0
"170",-4.24,400.471,2.3366,103.5958,29,6,1,6,3,156,0,3,4,4,97.74,169.919314247947,1.67403383275912,868.593839834726,1,0
"171",-3.89,294.267,1.4628,74.588,21,6,1,9,6,112,1,1,1,2,118.39,119.392394051202,2.51044447973696,611.910503571383,1,0
"172",-4.96,266.34,3.9444,79.0228,20,2,1,2,0,102,2,1,2,4,37.3,117.976698111586,1.94984071530317,731.52079641752,3,0
"173",-1.22,349.412,0.3486,89.7909,24,5,3,8,4,128,0,1,3,3,112.73,143.178576815155,1.67845247421487,697.436092339841,1,0
"174",-1.86,282.256,-0.4357,68.322,20,9,0,9,3,108,2,0,0,2,97.35,112.512395920397,2.44624415774166,769.43706918858,1,0
"175",-3.5,294.267,1.4612,74.566,21,6,1,9,5,112,1,1,1,2,118.39,119.392394051202,2.56336058434787,624.318955266844,1,0
"176",-6.23,291.992,5.9672,71.918,16,0,0,4,1,82,2,0,0,2,0,113.701562233088,2.69352678061594,534.537124074059,1,1
"177",-1.65,252.23,-0.5617,62.635,18,8,0,8,1,96,2,0,0,2,88.12,101.033908576493,2.85959950311354,736.641240892052,1,0
"178",-2.46,257.337,2.354,76.376,19,4,0,4,1,100,2,0,1,3,38.13,112.232454517215,2.31482332154965,676.635289078233,1,0
"179",-4.44,270.288,3.2559,76.8344,20,3,2,5,3,102,2,0,0,2,67.43,116.119637465561,1.92581040289676,594.27550782764,1,0
"180",-2.3,266.257,-0.6556,66.598,19,8,0,8,3,102,2,0,0,2,88.12,107.39885069089,2.57158370313781,752.366562459081,1,0
"181",-2.91,268.185,-0.2643,58.9902,19,7,1,10,4,100,1,1,1,2,129.49,105.199991323313,2.08416530551266,564.810994030821,1,0
"182",-4.86,255.273,3.331,73.1305,19,3,2,4,4,96,2,0,0,2,66.4,110.250463804642,2.33622684698201,634.792742771212,1,0
"183",-6.3,291.992,5.9672,71.918,16,0,0,4,1,82,2,0,0,2,0,113.701562233088,2.72632387288105,514.287124074059,1,1
"184",-2.82,261.277,0.6279,69.9564,19,5,3,5,4,100,2,0,0,2,82.69,109.557166492924,2.53747709999047,606.588183706315,1,0
"185",-6.98,307.991,6.0925,72.998,17,1,0,5,2,88,2,0,0,2,9.23,118.815107462595,2.24918229304757,504.697046745365,1,1
"186",-3.31,287.359,3.383,81.5545,21,2,2,4,4,112,2,0,1,3,62.32,123.670177030033,2.23650054653007,688.645203371575,1,0
"187",-1.68,258.306,-1.443,49.7487,14,7,2,11,3,80,1,0,0,1,132.11,84.2557627000537,3.01759704960055,527.93266519718,1,0
"188",-5.23,306.236,5.1796,85.7817,20,1,1,3,2,104,2,0,1,3,12.03,129.463771381386,2.04623802940452,624.137110958348,1,1
"189",-4.92,274.287,3.91706,79.3437,21,6,1,6,4,100,2,0,0,2,96.69,121.23058156588,2.03178789840421,716.473577054226,1,0
